1.550053062000000148e+00 8.349425413982015931e-02
2.600134584000000082e+00 2.613684475310720234e-01
3.601739087999999533e+00 7.079106503631406033e-01
4.603425482999999652e+00 9.600608994998106605e-01
5.603676196500000373e+00 9.442468078127205233e-01
6.603759912000000121e+00 9.129736450000001113e-01
7.603759911999999233e+00 9.057401880000005567e-01
8.603759911999999233e+00 9.629574600000001539e-01
9.603759911000000926e+00 9.606137649212264096e-01
1.060375991000000084e+01 1.009927949999999797e+00
1.165375987500000043e+01 8.432176091138487983e-01
1.270375997500000054e+01 1.137978616745773053e+00
1.375376007499999886e+01 7.479863085082198992e-01
1.480376005499999970e+01 1.041062768768118652e+00
1.585375993999999977e+01 9.173243531857538935e-01
1.690375982500000163e+01 1.034448188966555326e+00
1.795375982000000192e+01 9.354831612902959614e-01
1.905375963499999870e+01 9.804900032379104680e-01
2.015375945499999943e+01 8.414309047663001140e-01
2.120375947000000139e+01 1.010474239371542682e+00
2.220375967000000017e+01 9.466478081397453614e-01
2.320375985500000127e+01 9.770725206878244640e-01
2.420375986999999895e+01 9.616891200000026174e-01
2.525375985000000156e+01 8.862515504091463825e-01
2.635375983000000133e+01 8.690019000000004379e-01
2.740375997999999669e+01 1.109048817285355426e+00
2.840376017999999902e+01 9.241698175830169726e-01
2.945376023000000032e+01 9.199439999999972084e-01
3.055376009500000123e+01 9.653361369461418429e-01
3.165375987499999866e+01 6.258717785438213665e-01
3.270375980500000423e+01 3.608549191743536388e-01
3.375375979000000370e+01 1.943580106013381020e-02
3.480375977500000317e+01 -3.891026883269064346e-02
3.585375977500000033e+01 5.609138334794569469e-02
3.690375975999999980e+01 -4.213269999999980087e-02
3.790375977499999749e+01 5.292659841222249750e-03
3.895375977500000175e+01 -6.100132893639988868e-02
4.000375977499999891e+01 5.345239839642591806e-02
4.100472912499999723e+01 2.986154831213413963e-02
4.200569944000000078e+01 -7.964847388899250202e-02
4.300570095499999468e+01 -1.078138146392169372e-01
4.400572907999999472e+01 -5.616436085056843996e-01
4.500575680499999720e+01 -9.551484621099146644e-01
4.600575712500000236e+01 -1.073647452750440490e+00
4.700575749000000059e+01 -8.590018407593346117e-01
4.800575767000000127e+01 -8.902980900000017073e-01
4.900575767000000127e+01 -9.733335199999970655e-01
5.000575767000000127e+01 -9.610285600000025852e-01
5.100575767000000127e+01 -1.071931209999998913e+00
5.200575767000000127e+01 -8.683860100000018178e-01
5.300575767000000127e+01 -9.238954899999995973e-01
5.405572417000000485e+01 -8.867922773478010834e-01
5.515550700000000006e+01 -1.045255094551303721e+00
5.625513965999999755e+01 -8.891359138059765632e-01
5.735485581999999738e+01 -1.055147134706338363e+00
5.840475564999999847e+01 -9.713866099999997061e-01
5.940475564999999847e+01 -9.319017600000005785e-01
6.040475564999999847e+01 -8.538783100000006954e-01
6.140475564999999847e+01 -1.047720519999998601e+00
6.240475564999999847e+01 -9.570817760000007723e-01
6.340475564999999847e+01 -9.661430420000005626e-01
6.440475564999999847e+01 -9.579215729999992490e-01
6.540475564999999847e+01 -9.572253230000002944e-01
6.640475564999999847e+01 -9.007993850000000080e-01
6.740475564999999847e+01 -9.932465809999992956e-01
6.840475564999999847e+01 -1.066761200000000187e+00
6.945470564999999397e+01 -8.989405136830579401e-01
7.055447231499999816e+01 -9.694832622070458372e-01
7.165410564000001159e+01 -7.571213789702221364e-01
7.275383896499999992e+01 -4.376989412568556559e-01
7.380375562999999772e+01 -7.336019182999999055e-02
7.485358926000000679e+01 -5.109122734089564799e-02
7.595323985499999253e+01 9.209288350169440862e-02
7.705290711499999645e+01 -9.040652476143548610e-02
7.810275740999999528e+01 8.742200900000024477e-04
7.910275740999999528e+01 -8.435773728000001137e-02
8.015259043999999733e+01 5.810946508615511680e-02
8.125213968500000306e+01 2.268842936532246279e-02
